ASIN,Title,Category,Rating,ListPrice,Price,Discount,TotalPrice,Available,ReviewCount,Review1,Review2,Review3,Review4,Review5
B00KQEK2JO,1 X 20 Piece IKEA BAGIS Hanger Set (Black),Home & Garden,1,0,14.98,0,0,True,1,Awful.  Tiny.  Arrived in a battered old McCoys crisp cardboard box. RUBBISH.,,,,
B00RK4XTKW,"IKEA KALLAX - Shelving unit, black-brown - 77x77 cm","Furniture,Home Office Furniture,Cabinets, Racks & Shelves,Shelving & Storage",1,0,60.00,0,0,True,1,Total rip off.  You can buy it from Ikea with 2 storage boxes for  £45.,,,,
B00GMMA75S,"IKEA KVISSLE - Cable management box, cork, white","Furniture,Home Office Furniture,Desks & Workstations,Computer Workstations",1,0,19.65,0,0,True,1,"To save other people the effort of checking, if you look at the Ikea website, this item retails for £9 (at time of writing). £20.52 PLUS £7.47 for delivery is making someone a nice tidy profit!Ikea will deliver the time for £9. Still expensive but a lot less than this.",,,,
B004R7LGT6,"IKEA OMSORG Shoe tree, large, 4 PAIRS",Home & Garden,1,13.99,13.99,0,0,True,2,"Ordered large shoe trees, and also received small ones. Absolutely useless to me.",Ordered large shoe trees but received small which are of no use.,,,
B00GMMAYVU,"IKEA TROFAST - Storage box, white - 42x30x36 cm","Laundry, Storage & Organisation,Baskets & Bins,Storage Boxes & Chests,Storage Boxes",1,7.75,7.75,0,0,False,1,£3.50 direct from IKEA,,,,
B00GMM70WQ,"IKEA KNOPPA - Fitted sheet, white - 90x200 cm","Bedding & Linens,Bedding,Sheets & Pillowcases,Fitted Sheets",1,0,5.72,0,0,True,1,Really thin and scratchy material. But suppose you get what you pay for - wouldn't recommend to anyone unless using as under sheet,,,,
B00GMMF93S,"IKEA VARIERA - Shelf insert, white - 32x28x16 cm","Furniture,Home Office Furniture,Cabinets, Racks & Shelves,Drawers",1,0,8.91,0,0,True,1,"Poor packaging, damaged on arrival",,,,
B007B09B1Q,IKEA BLACK STEEL SHOE RACK,"Laundry, Storage & Organisation,Clothing & Wardrobe Storage,Shoe Racks",1,34.99,34.99,0,0,True,1,Thes are avilable for £22 in Ikea,,,,
B00INGHPJM,"IKEA ISTAD - Plastic bag, assorted colours / 30 pack","Cooking & Dining,Kitchen Storage & Organisation,Food Storage,Food Containers,Containers",1,0,6.36,0,0,True,1,Excellent quality highly functional too.,,,,
B0049MR09Y,"Thermostat: Algor, Bauknecht, Ego, Ignis, Ikea AKL Series, Integra, Prima, Ram Next Dimension, Whirlpool AKP, G2 Series cooker oven thermostat Ego 55.17064.020 306c","Parts & Accessories,Cooker Parts & Accessories",1,0,25.00,0,0,True,1,About 50° off. Have to set at 250 to get 200.,,,,
B00H92H3F2,"1 X Ikea Malin Rund 3pc Queen Duvet-cover 100-percent Cotton,Full/Queen","Cooking & Dining,Kitchen Storage & Organisation,Shopping Bags & Baskets,Reusable Shopper Bags",1,0,25.99,0,0,True,1,I received a faulty item that is wrongly sized. Emailed seller and he won't even consider this suggestion. The cover I have only fits a single bed duvet and I purchased and paid for queen. Do not buy this product or from this seller.,,,,
B017RG8RZY,IKEA Oven Cooker Grill Pan Grid Rack Stand (425mm x 320mm),"Parts & Accessories,Cooker Parts & Accessories",1,0,19.99,0,0,True,1,"This does not fit my Ikea FDOV8/2 correctly. Width is ok, but it is short front to back.If it is a genuine Ikea part, it is definitely not the same as the shelf that came with the oven.The correct item for mine was a ""Grill Pan Wire 426mm x 357mm""",,,,
B006MV8HUQ,Black/Brown Side Table,"Furniture,Living Room Furniture,Tables,End Tables",1.5,0,20.78,0,0,True,2,"The Lack  coffee and side tables I have just received are poor quality and finish as well as being much more expensive than buying them from Ikea, I paid over £47 plus delivery, when these items are priced £4.99 and £24.99 in Ikea, the side table had a scratch on it, and I will probablly return the full size coffee table, i I definitely won't be buying anything else from Oogly",Is not a black/brown side table like the ikea ones. Is pure black and is of poor quality unlike ikea furniture.,,,
B00CYGH0EC,Sofa Slip Replacement Cover for Ikea Klippan 4 Seater Sofa in Green with Velcro Secure Fitting,"Home Accessories,Slipcovers,Sofa Slipcovers",1,69.97,69.97,0,0,True,1,"Colour doesn't match up to what is seen on amazon. Fabric is not very nice, creases easily.",,,,
B00CXW2524,"Konstsmide Modern Modena Wall Down Wall Light in Galvanised Steel with PIR/Motion Senor, Silver","Outdoor Lighting,Outdoor Wall Lights",1,49.99,49.38,1,0,False,1,"We didn't open the package until after the return period had expired. This was a big mistake, as the galvanised steel finish was horrible to behold. It is unsuitable for a residential home. Off to eBay for sale.",,,,
B00WK6OPY4,"TJENA 32x35x32 cm A4 Size Home/Office White Storage Box with Lid (Perfect for papers, newspapers, photos or other memorabilia)","Laundry, Storage & Organisation,Baskets & Bins,Storage Boxes & Chests,Storage Boxes",1,0,13.56,0,0,True,1,This was broken after few days since this is made from paper. Also I found this £3.50 in IKEA official shop. No worth to try.,,,,
B000WBL67S,Metaltex 405806099 Tower Drying Rack 3 Levels Castello Plus,"Laundry, Storage & Organisation,Laundry & Cleaning,Indoor Airers",1,80.58,57.45,29,0,True,1,"Flimsy, twisted, wonky rubbish.  I hate it.  Luckily I bought it at a cheap rate which was still far too much.  Don' t know how the full price can possibly be justified.",,,,
B00JNGG24A,"IKEA PINK Hanging Storage With 6 Compartments, for Children's Room, Hall, Bathroom x 2 pack","Furniture,Children's Furniture,Chests & Toy Boxes",1,0,13.69,0,0,True,1,Very disappointed. I ordered this hanging storage for a reason. But 2 fabric storage cubes turned up instead. Not what I wanted and certainly not what is written on the description! Waited long enough for delivery! And certainly didn't get what I payed for!,,,,
B00CYGH2N6,Sofa Slip Replacement Cover for Ikea Klippan 4 Seater Sofa in Lime Green with Velcro Secure Fitting,"Home Accessories,Slipcovers,Sofa Slipcovers",1,69.97,69.97,0,0,True,1,Colour wasn't same as seen on amazon. Stitching was poor. Returned for refund.,,,,
B00RK4RNR2,"IKEA BILLY - Bookcase, white - 240x106x28 cm",Home & Garden,1,0,124.59,0,0,True,1,Awfull product came broken put it together and then it fell apart requested refund and item to be collected I got a parcial refund of 22.00 refunded on an item I cannot use and it has now gone to the recycle centre,,,,
B00GMM8GHO,"IKEA UPPTACKA - 2-piece backpack, dark grey",Home & Garden,1,0,45.21,0,0,True,1,This item is available from Ikea for £35.00.  At the moment it is £25 if you have the Ikea family card.  The price this seller has this bag available for is disgusting.  The product is a very good bag but not from this seller.,,,,
B00IDNKONO,"Ikea Stugvik Basket with Suction Cup, White","Bathroom,Bathroom Accessories,Shower Accessories,Shower Organiser",1,0,13.95,0,0,True,1,"I bought this item (directly from Ikea) for a tiled shower enclosure, though it looks nice, hence 1 star, it seems to be impossible to fix the suction cups to the wall tiles.Tried it several times, following the instructions to the letter and also asked my son to do it, but yo no avail! After a short while, even before the 12hrs waiting time before attaching the actual basket, the suction cups simply fall of the wall!!!Very frustrating, infuriating, as this will mean a trip back to the shop (which is a fairly long drive) then there sitting in the long customer services queue (as is always the case) only to return it and get my money back.... BoooI wonder if anyone else has experience with this same item and of any good tips to make it adhere?",,,,
B00WK4BIVO,"TJENA 27x35x20 cm A4 Size Home/Office White Storage Box with Lid (Perfect for papers, photos or other memorabilia)","Laundry, Storage & Organisation,Baskets & Bins,Paper Bins",1,6.99,6.99,0,0,False,1,This was broken after few days since this is made from paper. Also I found this £2.50 in IKEA official shop. No worth to try.,,,,
B00KYAJ8N6,"Gubbrora rubber spatula, kitchen utensil, heat resistant, silicone rubber","Cooking & Dining,Kitchen Tools & Gadgets,Spatulas & Turners,Spatulas",1,0,3.50,0,0,True,1,"Very disappointed for this item I got,as paid quite alot for a  spatula,thought I was getting alot more and alot better quality too.would have been better buying one from my local supermarket",,,,
B018PIXKGO,IKEA Kaitum Illuminated magnifying Vanity Mirror With Lights. Bathroom and Make up Use,"Home Accessories,Mirrors,Tabletop Mirrors",1,0,35.99,0,0,True,1,The power mechanism does not work.,,,,
B00GMM6OPA,"IKEA HEMLIG - Travel mug, grey - 35 cl","Cooking & Dining,Tableware,Dishware & Serving Pieces,Cups, Mugs & Saucers,Travel Mugs",1,0,7.99,0,0,True,1,Terrible. Doesn't work. Leaks. Parts missing. No response from seller when contacted. Would not even give it one star if possible. Avoid.,,,,
B00GMM7WCY,"IKEA SLUMRA - Fitted sheet, natural colour natural - 140x200 cm","Bedding & Linens,Bedding,Sheets & Pillowcases,Fitted Sheets",1,0,10.99,0,0,True,1,Sheets are not the best quality. Worth £2.50 on ikea site. Massively overpriced. Very unhappy.  Don't be fooled like I was!,,,,
B00RN40JQG,"GODMORGON Storage Unit, Set of 3, Transparent, Depth: 17 cm Height: 3 cm Width: 34 cm, Helps you organise your jewellery and make-up.","Bathroom,Bathroom Accessories,Cosmetic Organisers",1,0,15.89,0,0,True,1,Fell apart,,,,
B00XRB0HYI,"Metropolitan PVC-Free PEVA 4.8-Gauge Shower Curtain, 180 x 180 cm - Yellow/Gray","Bathroom,Bathroom Accessories,Shower Curtains, Hooks & Liners,Shower Curtains",1,13.99,10.06,28,0,True,1,I returned this item as I ordered by mistake so never got it,,,,
B010PDHMWK,"InterDesign 180 x 200 cm Confetti Decorative Peva 3-Gauge Shower Liner, Silver/Gold","Bathroom,Bathroom Accessories,Shower Curtains, Hooks & Liners,Shower Curtain Liners",1,0,11.99,0,0,True,1,Very thin feels like it will rip v easily,,,,
B00RK4YR4Y,"IKEA GURLI - Cushion cover, blue - 50x50 cm","Bedding & Linens,Cushions & Accessories,Cushion Covers",1,0,6.45,0,0,True,1,uff..it is 2£ in IKEA. Too much pricing,,,,
B00V2CIGVA,Slate Grey Replacement Slip Cover for Ikea Henriksdal Dining Chairs in Linen Effect Fabric,"Furniture,Dining Room Furniture,Dining Chairs",1,14.97,14.97,0,0,True,1,The fabric colour was more light brown/taupe although I could see the stitching was the grey colour that I had expected.  I returned them but I wasn't refunded the postage.,,,,
B00YZWIF88,"New Toy story Woody Buzz Wall Clock 10"" Nice Gift and Room Wall Decor W32","Home Accessories,Clocks,Wall Clocks",1,10.95,10.95,0,0,False,1,This clock is crap,,,,
B00PNJTC7K,"IKEA VURM - 4-bottle wine rack, stainless steel","Cooking & Dining,Kitchen Storage & Organisation,Racks & Holders,Wine Racks",1,16.45,16.45,0,0,True,1,"Not a good deal, much cheaper at ikea",,,,
B00Y7K2F8Y,"Disney Frozen Elsa Anna Wall Clock 10"" Nice Gift and Room Wall Decor W475","Home Accessories,Clocks,Wall Clocks",1,10.95,10.95,0,0,False,1,"This clock is nothing like the picture, I thought I was paying for high quality.. Dave your money and buy one of the cheaper £5 ones as they are exactly the same!!!",,,,
B00EM5OQ2C,Algor Bauknecht Firenzi Ignis Ikea Integra Prima Ram Next Dimension System 600 Whirlpool Whirlpool Generation 2000 Cooker Small Hob Lid Burner Cap (55mm d.) - Genuine part number 481936069682,"Kitchen & Home Appliances,Small Kitchen Appliances",1,0,8.64,0,0,True,1,"Good quality. But unfortunately does not fit my hob, when it should have. Disappointing",,,,
B009XFYUWW,"Microplane Home Extra Coarse Grater, Black","Cooking & Dining,Kitchen Tools & Gadgets,Spiralizers, Manual Graters & Slicers",1,0,14.95,0,0,True,1,I don't know what they did to these but the plastic casing splits and breaks. I had to throw it away after a few months. I also have the box grater and the plastic has also split. Interesting that they have changed the design to look like the oxo grips grater. Presumably they have had lots back. Don't buy it! At that price the quality should be so much better.,,,,
B003O85HU8,"Konstsmide Basic 7232-750 Firenze Up Wall Light, Matt Black","Outdoor Lighting,Outdoor Wall Lights",1,0,23.99,0,0,True,1,"Unfortunately this lamp arrived without the lid and it so is useless. By the time my electrician arrived to install it, the window for returning it to Amazon had closed.",,,,
B00GMMFKIM,"IKEA LINNMON - Table top, black-brown - 120x60 cm",Home & Garden,1,0,42.14,0,0,True,1,Pretty sure I got scammed,,,,
B00GMMB28O,"IKEA FORSA - Work lamp, black","Indoor Lighting,Lamps,Desk Lamps",1,0,30.69,0,0,True,1,Never been more disappointed in a purchase. Ordered a black lamp I receieved a silver lamp with a massive dint and scratch on he back. Very poor,,,,
B00GMMEQ0U,IKEA MASKROS - Pendant lamp,"Indoor Lighting,Ceiling Lighting,Pendant Lights",1,0,0,0,0,False,1,This is a beautiful lampshade but a nightmare to fix to ceiling. It took us six hours to fix. It has a thin plastic cup that fixes to the ceiling so no room to glue. Tried all sorts of ideas. Ended up having to screw batons to the ceiling and drilling through the plastic. I think this item is an older version of the pendant and the newer one on ikea website seems to have a metal disc to fix to. Although I googled this problem and it seems a very common one.,,,,
B00V6CBY3S,"Ikea Dröna Storage Box Shelf Insert 33 x 38 x 33 cm (W x D x H) Soft Pink Suitable for Kallax, Expedit, Besta and Others",Home & Garden,1,47.21,47.21,0,0,True,1,"I'm unable to comment this shameless....ROBBERY, so I offer a link:http://www.ikea.com/gb/en/catalog/products/30219281/#/10287327Yes, the Ikea price is £2.50 per box, a choice of 9 plain colours and roses pattern a £3.50",,,,
B015WZ9WWY,"IKEA BYGEL - Container, assorted colours - 13x12x13 cm","Furniture,Children's Furniture,Cabinets",1,1.69,1.69,0,0,False,1,I ordered these thinking I got all five puts for 6.95.but no I received 1 pot. I could get them from ikea for 50p to a pound each last summer.,,,,
B00V2CII3G,Duck Egg Blue Replacement Slip Cover for Ikea Henriksdal Dining Chairs in Linen Effect Fabric,"Furniture,Dining Room Furniture,Dining Chairs",1,14.97,14.97,0,0,True,1,Not a great fit.,,,,
B003BCHNGI,IKEA Galvanised Steel Folding Dish Drainer / Dish Dryer / Chrome Plated Large Fold Away Dish Drainer,"Cooking & Dining,Kitchen Storage & Organisation,Racks & Holders,Dish Drainers",1.5,0,12.40,0,0,True,2,"Really this product is beyond useless. Sometimes IKEA gets it right, but all too often they fail and this is one of those times. It's a fail of design over function, and in the word of dish drainers function is pretty much the critical factor.This product fails for the following reasons:The V angle created is more than 90 degrees. Most mugs have a 90 degree angle at which they naturally rest, so when placed in this rack they rest on only one edge, not two making them unstable. So unstable in fact that they will happily roll along the central V and right off the end and smash seamlessly on the floor.The bottom tier is to small for many mugs and far too small for any plates. Plus it's really hard to wiggle things in and out when there is effectively a 'roof' above.The fact that it's two tier means then even when empty it makes the kitchen look cluttered.The V design means that there is large amount of space under the V which is inaccessible. This actually reduces the amount of capacity below that of just having your bare draining board.It's made of poor grade chrome plated steel which rusts easily.It folds away. When do you ever want to fold away a device you use three times a day? And where are you going to put it when it's folded?The top V is formed by inter weaving metal wires - like locking your fingers together - the result is that small plates fall straight through the slots on one side of the rack while large plates (that need to rest in the slots on either sides) can't do well because the slots are offset from each other.Really this is perhaps one of the worst crimes of design I've come across.Spend a little more and get this instead:Black Plastic Coated Large Plate Dish Drainer(also available in white in Bob Dyas)","Broken on delivery and not all parts came with it, so had to buy something else!",,,
B001DT3TLE,Interlink Pedestal Simon Solid Wood White Lacquered,"Furniture,Home Office Furniture,Cabinets, Racks & Shelves,Pedestals",1.5,64.99,48.52,25,0,True,4,"Robust and sturdy the description says - not true!  This is flat pack, so prepare yourself for some effort.  I'm good at flat pack, I put together my Ikea kitchen with only a few hiccups.  This however takes flat pack to a whole new level.  The wooden pieces are so rough I expect to be pulling splinters from my fingers for the next week.  The instructions were followed to the letter and the finished result is terrible.  I've purchased two of these and they are both wobbly, not fit for purpose and nothing like the description.1. the wheels fall off when you move it.2. The flat pack pieces do not go together easily as the holes have not been drilled properly.3. There are 8 screws for every drawer - make sure they are at an exact 90 degree angle otherwise the wood will splinter and you will have an ugly screw poking into your drawer.4. The whole thing is wobbly - not sturdy or robust.5. The lacquered finish is a joke - you can see the wood through the white finish.6. Smooth running drawers, they are very basic wooden runners, the quality of wood is so poor they are not smooth.7. From the front I can clearly see the unfinished (so wood no white lacquer) drawer runners.All in all these have been a complete waste of money.I recommend buying something else if you want a drawer unit that is fit for purpose.","The wood is cheap and splits as you try to put it together.  I have is together, but I do not expect it to last.  Otherwise, the design is not half bad.",paint work badly done very cheap but I only use them forputting my embroidery threads in so it serves the purpose,"Oh I wish I'd looked at the reviews before I bought this thing. It's so shoddy its little more than firewood, none of the holes match up the wheels wouldn't go on because the holes weren't even there. Don't waste your money.",
B005Z2KDZK,"Extra Deep 30cm (12"" approx) Quilted Mattress Protector Fitted Super King-Size","Bedding & Linens,Bedding,Sheets & Pillowcases,Fitted Sheets",1,0,9.99,0,0,True,1,Terrible. Does not fit the bed!,,,,
B00GMMFFNM,"IKEA LERBERG - Trestle, grey - 70x60 cm",Home & Garden,1,0,16.99,0,0,True,1,"We went all the way to the Ikea store to purchase three items: desk and feet, office wood box. One of the metal legs could not be assembled because the metal was bent. The box was damaged. We put all these useless items into the bin and purchased the missing leg from this website. In  the end, the one leg costs us nearly 6 times the store price (taking into account the loss of the wood box). Of course we could have driven back to the store (45' each way) to avoid that. Instead, we just decided to never again purchase something from Ikea. This way, we can amortise the cost of this lesson over the remainder of our lives. When buying a new bed and a wardrobe, very recently and we have not even received the items yet, we dismissed Ikea and went directly to Habitat. I was amazed by the quality and price of their products. Cheers !",,,,
B00IL8A3NW,"Ideal Furniture Katia Three Plus Two set, Black","Furniture,Living Room Furniture,Sofa Sets",1,999.99,547.55,45,0,False,1,Just received my sofas and found them damaged so have ask for them to be replaced.delivery drivers didn't unpack sofas so left me with all the packaging and the feet are stated as being wooden when infact they are plastic! Not very happy at minute with it all but will post update when I receive my replacement,,,,
B00GMMDUJS,"IKEA PLUGGIS - Magazine file set of 2, white","Laundry, Storage & Organisation,Racks, Shelves & Drawers,Letter Racks",1,0,20.00,0,0,True,1,too expensive. Buy card folders instead.,,,,
B009KTCX84,IKEA TROGSTA Floor Lamp white white,"Indoor Lighting,Lamps,Floor Lamps & Torchieres",1,0,42.17,0,0,True,2,Doesn't even have a UK plug. No mention of this in the sale details.,No uk plug!,,,
B00S4X0ZO6,DESWIN Roller Blinds - Daylight Blind - W80 x L160 cm - CREAM - with 20mm Tube,"Home Accessories,Curtains & Blinds,Blinds,Roller Blinds",1,0,31.95,0,0,True,1,This item is made of very flimsy materials.  The fixing brackets are very weak and not fit for purpose - it fell down the first time my daughter used it!  I would return it for a refund but I've had to reduce the width slightly to make if fit the window.  Have now glued the brackets in place but don't expect this fix to last long.,,,,
B003RVYSTS,"Microplane Premium Herb Mill, Green","Cooking & Dining,Kitchen Tools & Gadgets,Spiralizers, Manual Graters & Slicers",1,0,40.75,0,0,True,3,"I wasn’t looking to buy this product at all but Microplane is a good brand I recognise (I really like their graters/zesters) so I thought I’d give it a try.When I received the Herb Mill I was disappointed which seems silly because it is exactly as it is pictured, a mill you stuff fresh herbs into and twist… I don’t know why but I was expecting more.  All it really did was create more washing up and complicate a very simple process of chopping herbs on a board.  For me this product is trying to solve a problem that doesn’t exist, I’ll be sticking to using a knife.",Next to useless. Gave up trying to use it and just hand chopped the herbs.,Garbage,,
B00NGGRRJW,Tinxs Black/Brown Large Computer Desk PC Table with 3 Drawers & 3 Fixed Shelves for Home Office (Black),"Furniture,Home Office Furniture,Desks & Workstations,Computer Workstations",1.5,41.99,41.99,0,0,True,5,Not worth the time or the effort. Half of the screws were missing luckily my husband has plenty. And the top draw didn't fit properly and we had to cut a load off just so it would close properly. The second draw gets stuck and the bottom draw dosn't open half the time. Don't bother. I would have sent it back but i waited that long just to have it sent to me how long was it going to take to send it back?? Really don't bother!!!!!,Desk surface top arrived chipped.Holes not properly aligned for screwing together. Prices of wood for the draws are too short to even put draws together?? Shocking,"complete and utter rubbish, the holes for the screws are not aligned properly it is unstable and it shakes it is completely unsuitable as a desk but is perfect for firewood although due to the cheapness of the materials it wouldn't burn for long, I have thrown mine away already and only assembled it today. I will never shop with Amazon again","this product had draw pieces missing upon arrival, new parts was sent out but fitted into desk the draws DO NOT fit. Total waste of money",difficult to assemble if you're not a carpenter
B0027U1PY6,Trueshopping Wooden Arc Frame Stand for Double Hammock Bed,"Furniture,Bedroom Furniture,Beds, Frames & Bases,Bed Frames",1,0,249.99,0,0,True,1,"the quality of the wood used for this product is very poor. typical for a product ""made in China"". the wood is split, cracked and poorly treated. the strips of wood used are poorly glued together. the colours are not consistent. this product is not worth the price.",,,,
B00XDJ8QPQ,"Superman Batman Wall Clock 10"" Nice Gift and Room Wall Decor E22","Home Accessories,Clocks,Wall Clocks",1,10.95,10.95,0,0,False,1,Cheap clock  bought from IKEA . Only photo insert inside ... Very disappointed .... Not worth a penny ...,,,,
B00PZZR9JA,Modena 3 Drawer Bedroom Chest in White - Silver effect handles and feet,"Furniture,Bedroom Furniture,Chest of Drawers",1,89.99,51.99,42,0,True,1,Very samll,,,,
B00RO61LDS,"BLOMSTER Bowl, Clear Glass, Size 26 cm, The glass bowl is mouth blown by a skilled craftsperson.",Home & Garden,1,12.99,12.99,0,0,False,1,Never knew that it was IKEA branded same ones in store for £6 Dont waste your money,,,,
B00RK4R4P8,IKEA ANGSVIDE - Mattress protector - 140x200 cm,"Furniture,Bedroom Furniture,Mattresses & Toppers,Overlays",1,0,14.15,0,0,True,1,It's not a waterproof at all. Our mattress was wet and didn't protect at all. Never buy this product.,,,,
B00C75RAAE,"IKEA LOCKIG - Children-s potty, green white, green","Nursery,Furniture",1,0,13.86,0,0,True,1,Great potty but half the if you buy direct from Ikea.,,,,
B00E954X1Y,"Leitmotiv Barefoot Table Lamp, Lime Green","Indoor Lighting,Lamps,Bedside and Table Lamps",1,0,30.90,0,0,True,1,Not actually a lime green more of a dirty yellow colour,,,,
B00HGC963C,"JIP Coat Rack Tree Bobby The Bird, Green","Furniture,Hallway Furniture,Coat Racks",1,69.38,48.97,29,0,True,1,I ordered 1 it was broken another one arrived broken in same place,,,,
B00VC28H1E,"Round edges! Changer, changing table top for IKEA Malm dresser","Nursery,Furniture,Changing Tables",1,0,24.90,0,0,True,1,"Really disappointed in this product, as we built it the screws at the side split the wood making its useless. Also said it had rounded edges which it did not. Poor quality product. Such a shame. Don't normally write reviews but wanted to warn others.",,,,
B008MADG8S,Ruco V142 Shelving Unit Telescopic,"Cooking & Dining,Kitchen Storage & Organisation,Racks & Holders",1,0,39.03,0,0,True,1,"Absolutely terrible, the quality of the brackets to hold it all together is like something out of a Christmas Cracker. I returned mine. DO NOT BUY",,,,
B00HGC965A,"PT Mellow Felt Storage Baskets Set of 4, Mint Green","Laundry, Storage & Organisation,Baskets & Bins,Baskets,Shelf Baskets",1,46.85,27.91,40,0,True,1,"the description is misleading, I was expecting 4 containers of the same size, instead I got 1 large one with the 3 others packed inside it (all in descending size and all too small to be any use (except for the one that is of the given dimensions).  In the description I thought that the mention of different sizes was about some sort of choice…but this purchase was a complete waste of money for me.",,,,
B00KTFIIGY,"Changing Sofas Textured Fabric Double Complete Futon, Red","Furniture,Bedroom Furniture,Mattresses & Toppers,Mattresses",1,130.00,130.00,0,0,False,2,The cushion/mattress is too thin/uncomfortable to sit/sleep on.The company was extremely helpful in organisaing a quick pick up for the return. Great customer service.,"I am been surprised that the futon was really really low, so i could not use it as a bed as i planned.",,,
B009NIPZZU,"BLACK SHELVING UNIT, BOOKCASE, PERFECT FOR BASKETS OR BOXES","Furniture,Living Room Furniture,Bookcases",1,0,63.25,0,0,True,1,Total rip off. You can buy this from Ikea with 2 storage boxes for £45.,,,,
B00DL3UMME,"IKEA BLUE CHILDREN'S BLACKBOARD & WHITEBOARD, TWO SIDED EASEL + PAPER ROLL","Office Supplies,Presentation Supplies",1,0,34.99,0,0,True,1,"These are currently selling in ikea for £19 and £3 for the paper roll, I felt people should be warned of that before paying way over the odds for this item!",,,,
B00L3T7F2I,LEKMAN A4 Size (33x37x33 cm) White Storage Box with Felt Pads Underneath (Perfect for everything from newspapers to clothes),"Laundry, Storage & Organisation,Baskets & Bins,Storage Boxes & Chests,Storage Boxes",1,0,18.54,0,0,True,1,I bought the boxes from Ikea website with other items (including Drona boxes too). Ikea price is £8.00 for the box in a choice of colour. They also have mini chests of Lekman drawers for Kallax with 1 or 2 drawers for £9.00 each.  Total Ikea delivery for a number of item (including a small furniture) was £7.00,,,,
B00BRZT6UW,"Ideal Furniture Regal 2 Door Wardrobe Plus 2 Drawers and Mirror with Gloss, Cream","Furniture,Bedroom Furniture,Bedroom Wardrobes",1,0,234.99,0,0,True,1,Item damaged twice order cancelled,,,,
B010PDHMGG,"InterDesign 180 x 200 cm Florence Decorative Peva 3-Gauge Shower Liner, Silver","Bathroom,Bathroom Accessories,Shower Curtains, Hooks & Liners,Shower Curtain Liners",1,0,11.99,0,0,True,1,"Low quality, thin plastic. No hooks or weights at the bottom. For the price I'd expected more. Wouldn't buy again or recommend.",,,,
