ASIN,Title,Category,Rating,ListPrice,Price,Discount,Available,ReviewCount,Review1,Review2,Review3,Review4,Review5,Review6,Review7,Review8
B00CA4LX2S,Cutlery holder 5 compartments (White),"Cooking & Dining,Kitchen Storage & Organisation,Racks & Holders,Cutlery Trays",3.5,7.99,5.99,25,True,7,"Lovely colour but a bit smaller than I thought I will have to buy a bigger one,with bigger compartments. Would suit someone who doesn't have lots of cutlery.","I bought this to fit a small drawer, and it does perfectly. Looked everywhere to buy one locally but to no avail. Good old Amazon!","A bit smaller then expected, could not be bothered to return , but love the colour",Perfect - fits into small space and organises well,,,,
B00APGHGKG,"Brand New - Small Lint Remover - Bobble Off Clothes Shaver - Remove Quickly Pet Hairs, Stray Fibres, Fabric Lints, Dust & Dirt","Kitchen & Home Appliances,Vacuuming, Cleaning & Ironing,Irons, Steamers & Accessories,Lint Shavers",3.5,9.99,3.49,65,True,37,"I previously owned a ""JML Bobble Off Lint Remover"" which cost £4.99. It broke after a couple of months, so I bought this one as a replacement (at £2.90). I'd like to provide a review by comparing these 2 products.This particular lint remover is smaller than ""JML Bobble Off Lint Remover"", but I can say that it has better build quality and works better. The ""JML Bobble Off Lint Remover"" doesn't have a cover for the metal head part, and the battery cover is a bit tricky to open ( I was worried it might break by repeated opening and closing). This lint remover doesn't have this problem and it has a plastic cover. The front cap that's covering the blades can be removed for easy cleaning as well.After receiving the product, I tried it on an embroidered canvas bag which had tiny bobbles where the fabric rubbed against the clothing. It worked very well by removing all of the bobbles instantly without damaging the fabric. I also tried on cotton socks which also worked wonders. Due to its size, it works better for smaller bobbles rather than very big bobbles in the fluffy jumpers (with those, I find a fabric comb would work better). The JML Bobble Off Lint Remover had the same problem.Overall I'm very satisfied with the product, although I can't comment on its longevity at the moment, as I've only had it for a few days.",it easily takes those bobbles that form on your favourite cardigan or jumper and makes them look like new again...,"Just tried this out as it came through the other day, it is very small but works very well at removing bobbles off clothes, don't know how long it will last but at the moment it is  very good and does the job well, but for the price great product.Had it two weeks then stopped working, so threw it out. Fine for a one off cheap product but don't expect it to last long.",great gadget but it regularly falls apart- not very sturdy but it does the job and im pleased with it,I had one of these when I was younger and when recently I had a dress that looked awful with bobbles I thought I'd get another one. So glad I did. My dress looks brand new. This works really quickly and I did the whole dress in about 10 minutes. Batteries last a long time. Best purchase and saves me giving away perfectly good clothes!,The batteries don't stay lined up correctly inside the battery compartment. So I had to use it with the compartment open and continually fiddle with the batteries to make it work. The product does work very well at removing bobbles once it's working properly but unfortunately that's not for long.,"had one and used now and again but eventually failed. got another one also used sporadicly on small surfaces and gave up again.waste of money.batteries don't last that long in it, the blades get stuck very often and then little engine burns out.I would not recommend it.","It works really well for how small it is however the plastic cover for the head broke as soon as I picked it up and the cover for the battery doesn't go back on properly, I have to hold it in place while I'm using it. Other than that it works which is the main thing"
B00IIP861Y,VonHaus Small Bamboo Double Step Stool,"Furniture,Children's Furniture,Step Stools",3,24.99,7.99,68,True,19,"I built this exactly to the specifications and it looked perfect, but both steps snapped as soon as they were stepped on. Waste of time and money!","Excellent service very sturdy bit slippy soon rectified with carpet, dog can get on and off couch now thank you",Brought this but have to assemble it but think future will be good as nice simple step version,great little step expect for the non-slip feet supplied don't stay on had to get replacements,Love this and so much more aesthetically pleasing than our ugly plastic one!,"Good material and nice finished, I loved it, thanks.","Stool is flimsy and caused injury when used - it broke the first time it was used.  If it is only for use by children/pets then it should be clearly marketed as such.  It is not ""robust"" as described.","So pleased with this item. Purchased for my little cat to make it easier for her to get up on the bed - she's 18 - she spent some time just going up and down;  the novelty aspect done she now enjoys 'her stairs'.Very nice, simple structure. Very sturdy, holds up to 30kg so suitable as a seat for a small child."
B00GBVC88E,"Ultra Slim TV Bracket Wall Mount for 30-70 inch LG Samsung Seiki Philips Panasonic Blaupunkt Widescreen 1080p 3D HD LED 4K TV , Max Vesa 600mmx400mm, Capacity 95kg (209 lbs), Spirit Level Included","Accessories,Home Audio & Video Accessories,TV Stands & Wall Brackets,TV Wall & Ceiling Mounts",3.5,40.99,11.29,72,True,87,"Bought this for my Sony KDL-40W5810 40"" LCD TV and it fits fine.Not having looked at the images too closely I didn't realise that the part that mounts on the wall comes in 4 pieces, 2 angle rails and two rods which bolt on to the rails. The rails were distorted due I think to the manufacturing process but when put together it was significantly bowed. Most of the bow I removed by twisting in my hands but even when mounted on the wall there is some bow visible.Having said all that I fitted the TV to the wall and it's given me what I wanted which is a very slim fixing (I didn't fit the plastic spacers to the TV side of the bracket) and looks strong enough although I did add two more screws to the top rail and into the wall as the rails might otherwise have been distorted by the weight of the TV.","An adequate product but spoiled by the supplier supplying some poor quality hardware that had obviously been used before (see picture). Also the thick washers used as standoffs were not sufficiently thick for the frame to avoid touching the power connector on a 50"" Panasonic. It was then necessary to fit longer tubular spacers and screws (obviously not supplied).","Purchased 2 of these to put kids tvs up. The product is a very good price and comes packaged well and delivered fast thanks to prime. The wall bracket part comes in two pieces which are easily fitted and bolted together. This is obviously not as strong as one solid piece but is reinforced when fitted to the wall and easily holds the 32"" led and 28"" lcd I put up, I did put in additional screws but u always do. I have given this only 3 stars purely for the reason that for both tvs the correct screws were not supplied, luckily for one tv I had some knocking around but for the other I had a trip to the diy store. I have read peoples reviews saying they can't supply for every tv, however I have purchased and put up about ten tv brackets now and never had a problem before. If it's a universal kit it should mean universal. I am overall happy with the product based on the price. I would recommend to anyone who will be able to resolve the problems I had, otherwise I would pay a little more.","do not be put of by the price, the quality of this is excellent, im hanging my 32 inch samsung on this thing without a problem, the screws supplied are over kill red raw plugs work fine no problem with washers, one screw provided was like a bolt which you couldnt screw so had to get the hacksaw on it to open it up but other than that does what it says for the cheapest price i found anywhere.",The bracket is fit for purpose but I had 2 major issues whilst installing:- one of the screws provided broke whilst I was screwing it in to the wall and now it's stuck.  I can only assume that this is because they a poor quality as my own screws were fine.- the level provided is off therefore on the first attempt the tv was not straight so I took it down and hung the wall mount again with my own level.There is also 1 product design fault:- when hanging the tv the bottom run of the mount has a safety screw used to secure the tv to the bracket. Unfortunately because of the bevel at the back of the tv they are impossible to get to. My tv is a panasonic viera 4k so may be specific to this make / model but worth noting.I wouldn't buy this product again.,"It is far too large for a 32"" TV, not only did I have to cut the TV mounted brackets down to make it fit, the wall mounted bracket is clearly visible with a 32"" TV due to it's width. Maybe ok for a much larger TV but looks awful on a smaller TV.","Looking for a wall bracket that keeps the tv reasonably tight against the wall, this seemed to have everything I needed for the Samsung in my bedroom. Despite the small delivery package and quite thin looking frame, with decent framing anchors it is very secure when put up on the timber framed partition (plasterboard is stronger than you think). The only problem I encountered was the screws for fixing the tv to the frame. Three sets were supplied of various size, two M5 diameter and a set of M6. My tv required M4 :( So extra cost there once I'd sourced them from my local DIY shop.The long screws to hold the tv in place also don't look that secure, but seem to do the job at the moment.","The bracket is solid but the fittings supplied are not adequate! The washers/foam  supplied are too big for the screws supplied. We wasted alot of time sourcing alternative washers and screws. Need to be fairly technical to hang this.  In the end we had to cut away part of the bracket as the power cable for the Samsung tv protruded too far and was not allowing the bracket to sit flush against the wall.  TV now up, but was alot of hard work.  Not sure would want to do this again!"
B00TFWEL7M,"Price & Kensington 16-Piece Soho Dinner Service Set, Multi-Colour","Cooking & Dining,Tableware,Dinnerware Sets,Dinner Sets",3.5,48.60,34.31,29,True,4,"Good quality Dinner set, would recommend. Had a. Minor issue which was dealt with by polite, professional cuts service.",arrived damaged,Brocken &#128544;&#128544;&#128544;,Excellent,,,,
B00TFWCG1K,"Price & Kensington 16-Piece Posy Dinner Service Set, White","Cooking & Dining,Tableware,Dinnerware Sets,Dinner Sets",3.5,48.60,30.75,37,True,9,"I got this set as a gift from my wishlist.  My review would be five stars, as the set is beautiful and aesthetically exactly what I was looking for, but the contents were incorrectly packaged.  The issue was that I was sent six salad plates and two dinner plates rather than the promised four each, which is incredibly frustrating.  I'm unsure who to contact or how to rectify the issue.Edited to add:  Have (affordable) purchased individual pieces rom Leekes to make up for the lack of dinner plates.  The review stands because that sort of packaging error shouldn't happen with proper quality control.","Absolutely thrilled with this set.  Unfortunately a plate got broken during delivery.  However, I am so pleased with it, that I an not risking any more being broken by sending it back.  I really am pleased with it and accidents happen, so shall we say no more about it.  Not your fault, or mine.  These things happen.Thank you so much.  Jo Vernon","Gorgeous dinner set for an amazing price - match perfect with my red kitchen, strong good quality","It does the job, seems good quality, can't yet vouch for longevity though.","Bought as wanted stoneware, returned as not stoneware",,,
B0118R3C9O,"Popamazing 3 tiers Folding Wooden Display Corner Bookshelves Bookcase Storage Shelving Unit Shelves Storage Unit Natural (Natural, 3 Tiers)","Furniture,Home Office Furniture,Cabinets, Racks & Shelves,Bookcases",3.5,33.99,19.99,41,True,7,"Well I've got two of these units, and the first was nearly perfect, this one the second isn't quite as good. Quite obviously this wasn't made by the same guy as his tolerances are much wider than the earliest maker. The unit didn't fit as well and needed a little persuasion, but it went fine. So long as you don't expect perfection they do the job. In my case, that is storing my Japanese or Chinese tea stuff!, and because they have a slightly oriental look they look the part.For the price, they are fantastic. They don't need any construction, just stand them up and open the sides and the shelves almost drop into place.For the price, it's hard to fault them!.","This arrived quickly and is exactly suited to my needs for a flat fold shelving display for craft fairs etc. However, I have ALMOST TAKEN A STAR OFF DUE TO HAVING A MINOR REPAIR to one of the dowling's at the top which isn't long enough to fit into the hole. Otherwise an excellent product. It appears to be durable enough with careful handling.","Quick and easy to assemble. Seem a little flimsy, but absolutely fine once you load up with books.  I have 3 side by side now. Straight out of the box and installed in seconds.  Fit into small awkward spaces easily.","The quality of this item is not good. After one use it has become wobbly, has a crack on bottom bit and it really difficult to put up. Cannot contact seller either as keep getting an error message!!",,,,
B00FIVZNBM,10-37 inch Ultra Slim Flat Panel 3D LED LCD TV Monitor Wall Mount Bracket Load Capacity 30 KG Fits Sony Samsung Panasonic Philips LG,"Accessories,Home Audio & Video Accessories,TV Stands & Wall Brackets,TV Wall & Ceiling Mounts",3.5,49.99,8.79,82,True,12,Brought for my 24 inch tv which doesn't fit like it says between 10-37 inch. I then tried it on a 32 inch in my house that doesn't fit it either. Very disappointed with this! This product doesn't do what it says!!,"Impossible to connect SCART cable into back of TV set, but being ultra slim it does mount the set neatly on the wall.",Brilliant product cheap as does the job although I was skeptical to begin but it's fantastic,"Holds my 32"" Samsung, needed to buy additional 90 degree adapters, good product.",cheap and fast delivery.a little small but seems sturdy enough to hold 4.5kg tv.,Very pleased with item nice and slim mounting makes the tv look great on wall,,
B005HV5CQO,Clippasafe Natural Wood Play Pen,"Nursery,Furniture,Playpens",3.5,139.00,120.71,13,True,16,"Not sure what other people mean about it being hard to move the panels - you can work it out without even reading the instructions. Looks lovely and is a good size. 2 downsides - the play mat is purple (we have boys...) and its true you don't need the bottom catch for the gate and at some point I will get round to disabling it. Good buy. Looks loads better than most play pens and is practical, folds down small and easily.","Although understanding JoannaB's frustration, I'm finding this playpen a good buy.It comes already assembled flatpack - you just have to figure out how to release the hinge locks so as to unfold it. The instructions aren't very good as has been mentioned - an Ikea style pictograme or a YouTube video would be the way to go since it would be very hard to describe in words how you go about things. (Tip, the hinge release is on the underside of each hinge - out of view.  Making it a different colour would help folk spot it.)Don't use force trying to unlock or rotate the hinges - once you release things properly, it'll hinge open and relock easily.We went for the hexagonal playpen shape and once you line up the hexagonal symbols embossed on the tops of the hinges you'll automatically end up where you need to be: attaching the first panel to the last with the angles all as they should be.The door is a bit of overkill in the engineering dept. There's an intuitive catch on the top: slide back and lift the gate and you can release it one handed. There's a second sprung catch on the bottom of the gate which is meant to be released by your tugging on the gate once the top catch is free. But it's far too tight. I removed the single screw holding this bottom catches grey plastic receiver  - effectively rendering the bottom catch out of action. There's plenty of strength in the top catch and gate to hold back an armyThere's also a spring mounted in the gate hinge aimed at auto-closing the gate once you let go. It makes opening the gate more difficult, gets in the way since it's trying to close one you and doesn't actually cause the gate to relock by itself (which you'd figure would be the point).Read more ›",I previously read reviews that this product is very hard to put together and that is correct. Even a man of my calibre had trouble figuring it out but got there in the end. What didn't help was that one of the sides was assembled incorrectly by the manufacturer so it was like banging my head against a brick wall. I emailed the manufacturer and didn't get a response. I called them and they helped me straight away. I didn't want to return the product due to hassle and they told me how to reassemble it correctly which was fine. Was a little annoyed I didn't get an email response and that I had to chase them but we got there in the end. It does look good and does the job just fine for what we need it for. It is quite heavy but I have big muscles. I wish they made a top to completely cage my baby but my wife informs me we aren't allowed to do that anyway. Maybe the manufacturers could come up with an extra accessory that meets UK child laws to suit?,"We chose this product because of its potential flexibility (multiple configurations) and wood construction. Although it does look nice in the flesh, we are really disappointed to say that that is all it has going for it. The instructions were difficult to follow so my husband and I both struggled to work out how to clip and unclip the locking mechanism at the top corner of each panel. Once we had worked it out we still struggled to actually get this mechanism to work properly because it was extremely awkward to use. This means that changing the configuration with any frequency is impractical. We then couldn't open the gate and the instructions didn't help. Eventually we worked out that the only way to release the spring-loaded catch at the bottom of the door was with two hands and sheer brute force. No one would be able to manage this one-handed with a child (or anything else) in the other hand, which is an entirely reasonable need for busy parents. In summary, this should be a stylish and practical product but the reality is that it is completely impractical to use hence I would urge anyone to steer clear of it until some essential redesign has taken place (and better instructions are then included).","Couldn't agree more with JoannaB, this is pretty looking but totally impractical, just spent two hours setting it up and it's still very shaky.I admire the other reviewer's persistence, but sounds like they had to remove half the components to make it usable - not what one expects from any product, let alone a premium price one like this.","A little bit tricky to set up after unpacking but really pleased with product. It seems great quality, contains our little heavyweight boy well and looks as good as something of it's nature can which is important when you don't have a huge room to keep it in ..... much better than a metal pen would have.","After reading some of the reviews on here I was a little cautious about buying it with people saying it was so hard to put together and change from playpen to barrier.  I'm glad I purchased anyway.  It was easy to do, the instructions aren't great but you don't really need them as you just match up the pictures on the hinges. Managed to get it up into the hex shape within 10 minutes on my own (even though instructions say you need two people) and even with a toddler running round 'helping' and keeping the baby entertained!Gate can be opened with one hand easily.Only downside is the mat is a little thin but after reading a review on here decided to stretch it outside the bars to keep it tighter and a much neater finish.",
B0158E5YF8,Kurtzy TM Spice and Herb Jar Rack Gripper Clip Set- Holds 12 Jars- Kitchen Organiser,"Cooking & Dining,Kitchen Storage & Organisation,Racks & Holders,Spice Racks",3,19.96,6.99,65,True,5,"**  Please note: I was kindly sent a sample of this product to test and to give my honest opinion in the form of a review  **This set of Spice and Herb Racks from Kurtzy are not the best on the market, nonetheless they are still pretty good for the price.Here's what you receive:3 x 22cm racks each holding four jars of herbs or spices (Schwartz or similar size jars)3 full length 3M sticky strips (already applied to the back of racks)2 x small screws for fitting the racks more securelyThe racks are made from robust white plastic and the jar clips are fairly flexible so that you can insert and remove a jar without snapping any of the clips.These spice racks are easy to install, simply peel of the wax paper that is protecting the sticky strips, align the rack in the correct position and press to attach the rack to the surface.  It is suggested that you should leave the racks for twenty four hours before using them to hold your spice jars and I have to agree with this.My husband has attached the three herb and spice racks to the inside of one of my kitchen cupboards, we left them empty for the full twenty four hours then clipped four herb or spice jars per rack and they have remained in place for the last two weeks without any problems.  A plus point for me, is that if the racks do start slipping or unsticking we can easily use the two screws provided for a more permanent fix.I am perfectly satisfied with these herb and spice racks from Kurtzy, they work well, look tidy and are fairly unobtrusive.  To be honest, for the very low price there is nothing really to complain about.","These look lovely, they are stuck to my fridge & I have a spice rack that I can add to whenever.  The only limit is the size of my fridge.  My only criticism is that they are designed for Shwartz spice jars, which are a very particular shape & other jar don't get the grip needed to hold them in place.",Certainly didn't work when all the spice jars were fitted.  Obviously the weight of them pull it away from the door and all my spices fell off.  They would have smashed if they had been attached to a wall cupboad but thankfully I had put the on the back of a floor cupboard.,"I stuck them on the inside of a cupboard door where I keep my scales and baking equipment. I have filled the holder up with Schwartz jars containing ginger & other baking spices. The holders have been up for about a month so far and all is well, they haven't come unstuck. If they do I'll secure them with the little screws which are provided but so far I haven't needed to. Very happy with them, cupboard is lovely and tidy.",The bottles fall out. Rubbish,,,
B014LFTHIA,"COOLWEST 3 Watt Gooseneck Lamp Sconce LED Picture Light Reading Wall Lights with On/off Switch Flexible Pipe,Silver","Indoor Lighting,Wall Lighting Fixtures,Picture & Display Lights",3.5,18.54,13.48,27,True,5,Useless as a reading light as emits a high pitch whine when switched off. You could not sleep next to this,Very pleased with the lamp.  It does the job it was purchased for.,"Bright, focused light with flexible but stable neck",Very good value. Low running cost.,Unfortunately the light comes without wires.,,,
B01CU3CFG6,Popamazing Double Tier Wooden Shoe Cabinet/Unit Storage Hallway Shoe Bench/Cupboard/Rack/Organiser,"Laundry, Storage & Organisation,Clothing & Wardrobe Storage,Shoe Racks",3.5,59.99,28.99,52,True,7,Instructions are terrible it labelled all the screws via letters so i could check them fine but then wood pieces were numbers but no corresponding that on pictures had to work it out which i eventually did! Not a great building experience and i am a seasoned diyer was as awkward as building a corner wardrobe x when finally built it is okay does what its meant to although drawers a bit stiff. If your planning on putting in large shoes ie: mens best to leave the middle partition out otherwise they wont fit in.  Fits average shoe sizes (im a size 6) and i fitted six pairs with partition in mine husbands shoes only fitted 2 pairs without partition and kids got six pairs with partition!,"Not sure if to give 2 or 3 stars, but since I haven't assamble it it, yet, I'll stick with 3 stars for the moment.First view, looks ok, but it's more gray'ish than white. Had some black stains on it that I had to clean and NO INSTRUCTIONS! I only got a bag full of screws and that's it. I've notice they have a draw-kind-of-thing instructions here so I printed that one.I'll try to put it all together tonight and see how it comes and I'll be back with more info and a photo :DLATER EDIT:I've managed to put everything together. It looks really nice actually. I fitted around 17 pairs so I am pleased! Hubby is a size 8, so his shoes fit perfectly.I'll stick to 3 stars because I am not very thrilled with be grayish color.  The pictures show it's white, but it is actually grey.But I would buy it again! :)Signed,Wifey",They ok for people with small shoes size but not for men size 10 onward. The packages was very poor boxes were damp and it was all mess inside with polyester took me ages clean it up.,v good,,,,
B00BBXTT2K,"Hometime Indoor Outdoor (shelered area) Wall Clock Copper Look Case Thermometer, Hygrometer, 30cm (W9762)","Home Accessories,Clocks,Wall Clocks",3.5,39.99,22.94,43,True,9,"My sister-in-law and I both bought identical clocks for our gardens from another retail outlet and within a few days the pointers sagged to the 6 o'clock position. She was able to return hers and exchange it for a replacement which suffered the same fate as the original. I was surprised that this clock, when it arrived from Amazon, was identical to the other three. Lo and behold a few days after being sited, the hands sagged so, thanks to Amazon's excellent returns policy I was able to get a refund. Thus I must give this product a low rating.i",THE CLOCK FINGERS BOTH DROPPED TO 6 O'clock within 4 weeks of installing the Clock. I have  since discovered that this is a common fault  on checking the Product Reviews !!!!I have been unable so far to get it replaced.,This clock lasted a couple of weeks and then the clock mechanism fell to bits. We bought a replacement mechanism and that only lasted a few weeks before it broke. I can only assume it is really not a clock for outdoor use.,I bought a couple of these to use indoors.  I am really not sure how well they would cope being outside.  The watch face is a slightly a grey tinge which as ideal for us as it ended up going on a grey wall.The faux copper outside edge does make it look more expensive than the very reasonable price.,"Lovely clock, looks expensive and large enough to have an impact in the room. Buy it and you will not be disappointed!",,,
B00FIVZPMO,"New Smooth Surface 15""-30"" Universal Slim Slide Ultra Slim TV Wall Mount Bracket ,for Samsung LG Sony LCD Plasma TVs Screens Monitors, VESA 75x75 100x100 mm","Accessories,Home Audio & Video Accessories,TV Stands & Wall Brackets,TV Wall & Ceiling Mounts",3.5,15.36,5.29,66,True,12,Brought for my 24 inch tv which doesn't fit like it says between 10-37 inch. I then tried it on a 32 inch in my house that doesn't fit it either. Very disappointed with this! This product doesn't do what it says!!,"Impossible to connect SCART cable into back of TV set, but being ultra slim it does mount the set neatly on the wall.",Brilliant product cheap as does the job although I was skeptical to begin but it's fantastic,"Holds my 32"" Samsung, needed to buy additional 90 degree adapters, good product.",cheap and fast delivery.a little small but seems sturdy enough to hold 4.5kg tv.,Very pleased with item nice and slim mounting makes the tv look great on wall,,
B003Z20BJU,"Visco Therapy Comfortable Orthopedic Medium Foam 1500 Mattress, EU Size Double, 140 x 200 cm","Furniture,Bedroom Furniture,Mattresses & Toppers,Mattresses",3.5,315.00,152.59,52,True,5,"Much to my surprise the mattress,once extracted from it's shrink-wrap, expanded to it's claimed 14cm thickness. Luckily I unsealed it in the bedroom as it would have been almost impossible to get it up our stairway. The close up photographs of the mattress flatter it somewhat and I feel your description is ambiguous.  For example there is no mention of the style of delivery (that it is vacuum packed and needs to be 'aired' before use), plus there are two depth dimensions in your description. In the technical details you state the depth is 14 cm but below in the product details it is listed as being 20cm.  Clearly the latter measurement is incorrect. One final comment and this relates to the fact that the mattress is covered.  Perhaps times have changed, but I have always understood all mattresses are covered in the way yours is ... we don't normally buy a lump of exposed foam. Ortho Sleep Mattress IKEA Size Mattress King (160cm x 200cm)It's a shame this all sounds so negative because having slept on the mattress for two nights it has proved comfortable and probably a good buy.  Only time will tell of it's lasting qualities.  Delivery time and information was good.AFTER 6 WEEKS IT REMEMBERED TOO WELL AND DENTS BEGAN TO STAY.AFTER 10 WEEKS SERIOUS DOUBTS AS TO IT'S RETAINING ANY DECENT SHAPE.NOW AFTER 14 WEEKS RETURNING TO IKEA'S MAKE AS THIS SUPPOSED BARGAIN IS CERTAINLY NOT 'ORTHO' AND BASICALLY RUBBISH.BOTH MYSELF AND MY WIFE WEIGH IN AT UNDER 10 STONE AND HAVE TREATED THE MATTRESS, TURNING IT REGULARLY AS PRESCRIBED.","I am sorry to say but after 6 months or even earlier a dent started to appear on the Visco Therapy Comfortable Orthopedic Medium Foam 1500 Mattress, EU Size King 160 x 200 cm. And it is now getting worse...Needless to say that neither my wife or I are large (in fact on the petit side..)","this was worth every penny - 3 months later we got a new bed, so we have guests sleeping on this now and they love it","Very comfortable mattress, well worth the money we paid for it and it came in European size.",This was for my daughters bed and she loves it however when I payed on it I thought it was a bit hard. But it's not for me is it,,,
