ASIN,Title,Category,Rating,ListPrice,Price,Discount,Available,ReviewCount,Review1,Review2,Review3,Review4,Review5,Review6,Review7,Review8
B00UJTOWYM,Bebe 9 Toddler Childrens Wooden Play Table/Desk Childs Chair Furniture Set Kids (White),"Nursery,Furniture,Toddler Furniture,Table & Chair Sets",4,49.99,24.99,50,True,39,"Very solid wooden table and chair for children. My baby is 19 months old and absolutely loved it and the independence brought with it. Comparing to a lot of other brands or make, this is the most cost effective. Once it is installed, it is a very solid set. You can say I'm pretty pleased. Installation is pretty easy, without any help from husband, it is just screwing the legs into tops and panels without the need of any tools. Except the back of the chair, you do need a small screw driver, to put the back panels together between the two poles. Last but not least, the table and chair is exceptionally good looking, it'll work in any room. It looks very endurance too, but that needs time to tell. Overall, a very satisfactory purchase.My order originally arrived with a leg unable to screw into the back of the chair, because the screw is too short. Contacted the seller directly, and the response was very polite and prompt, and was promised to send me a replacement. Received them, and very happy now the chair is up and working now. Very happy with the process and how they dealt with it. Thank you.",I love this item looks lovely only problem I had is one of the legs on the chair wouldn't screw on properly and kept falling off asked for a replacement and heard nothing back but leg was easily fixed on with a sturdy wood glue then no problem but not impressed about no reply when there is a problem hence the 3 star review would have given it 5 if I had a reply.,"Lovely table and chair. Very happy! Was ever so easy to put together took me no more then ten minutes, daughter loves it. Great buy!","It's a lovely little table and chairs, the back of the chair was a little fiddly but I put that down to me being slightly challenged in the diy departmentdepartmentMy only quarm is two pieces of wood are pink in places, merely cosmetic but on a white table quite noticeable.On a whole I would definitely purchase this again","Very pleased! I purchased the brown toodler table which is infact a taupe colour and goes great with my living room. Very  Easy to put together. Legs just screw in without tools, you only need to screw in two screws for the chair. A lovely table and chair. Just shame I can't purchase another chair.",This was great to start with after the company replaced a part ... although it looked sturdy it wasn't long before another part started to split my child became unhappy when I packed it away just can't be bothered to sort it out to be honest I myself was upset as it was brilliant  :(,Brilliant. neutral colour and stylish. Really great value for money and a bit more unusual. Also had great service from the seller as the chair base I was initially sent was slightly faulty. They sent a new one immediately with no hassle.,The item looks lovely on the picture but quality is poor. I received mine and the wood was chipped in several places. I contacted the seller and provided photos yet never heard anything from them so customer service is also poor.
B002FAJL08,Heavy Duty 10 Shelf Hanging Shoe Organiser for the Wardrobe Rail - Washable 600D Oxford Canvas Type Material x,"Laundry, Storage & Organisation,Clothing & Wardrobe Storage,Shoe Racks",4.5,23.95,19.95,17,True,25,"With a wardrobe overflowing with clothes and shoes, the need to reorganize became VERY urgent.  So ... time to search the internet for the ideal shoe solution! The reviews already online helped to shape my decision. I could see that room for a pair was pretty important, and strangely, not always the case!!  Secondly firmness of the structure seemed preferable to saggy bottoms!!!  These are not the cheapest but they are of excellent quality and I would recommend without hesitation.","I take size 9.5 shoes, I mainly wear formal slip-on leather shoes, and I always store them with plastic shoe trees in (specifically ASIN: B0051GKF12 on Amazon).  I have given precise details because for a product like this what everyone wants to know is 'Is it going to work for my shoes?'My shoes fit in this hanger, heel to toe, sole to sole, with their shoe trees in and just a little bit of the shoe sticking out of the compartment.  One pair, it is tricky getting them in, the rest are easy.  Snug, but easy. It also supports the weight of ten pairs of mens leather shoes without showing signs of stress. Excellent!I had been contemplating all sorts of weird and wonderful shoe storage methods, but this a cheap and highly effective.","This product is brilliant, you can put 2 or 3 pairs of flip flops in one section and it holds trainers and mens shoes ! Great product.",Just what I wanted and delivery was v quick. Holds my shoes well without sagging and I like that it has a coat hanger style hook rather than a Velcro one. Will order another when I have cleared some wardrobe space.,Just what I needed to tidy my porch way. I ordered 2 - really delighted and just ordered another 1 - could have thought about throwing some shoes out but eh oh you can never have too many shoes:)Fabric is strong and well worth the money - wish the postage was a little bit cheaper!,"This has solved all my utility room shoe storage problems. Prompted by a big tidy up on a very wet August weekend stuck indoors no longer do I need to shift piles of shoes to get to the freezer or washing machine! I also have removed the temptation of my dogs to help themselves to a shoe or two when they get into the utility room! Very good quality, heavy duty and not floppy at all. Hanger is strong and fits over a standard clothes rail.  I can fit ten pairs of all sort of shoes from sturdy Merrell walking shoes to trainers, Crocs and sandals with a pair per pocket placed toe to heel in each. Apart from the rather odd smell of the fabric (a bit like moth balls) which I am sure will wear off quickly, I wish I had thought to get this a couple of years ago.",I originally ordered one of these for myself to organise my shoes and found them so good have now ordered a couple more for my family.  I take a size 10 ladies shoe and all except my boots fit in there easily. Would definitely recommend.,"An excellent and useful little product. Solves the shoe pile problem and holds heavy shoes perfectly. Little snug for some of the more bulky men's shoes, but everything fits if you put them in front-to-back."
B003U6S3E6,"Snug Mattress Super 750 Coolmax Zoned Memory Foam Mattress in Ikea Euro, White, 140 x 200 x 23 cm","Furniture,Bedroom Furniture,Mattresses & Toppers,Mattresses",4.5,280.00,262.98,6,True,71,"After trying several mattresses I bought the Snug memory Foam Coolmax 750 last week and am atlast satisfied with an amazing night's sleep. I had previously laboured under the false impression that trying a mattress in a shop was the only way to know its suitablity - but of course 3 minutes in a shop cannot indicate how ones body will settle after a week or a fortnight - so it's just as much a risk to but online and considerably cheaper! It certainly took 2/3 nights to adjust to the different textures, but straight away i lost that aching down the sleeping side's pressure points I had had from a pocket sprung mattress before and am waking up refreshed and rested. I found it hard to choose from the many on sale online and made my decision based on the reviews I read here.  Thus, if you are looking for a high quality memeory foam mattress - choose this one!! It's marvellous and believe all the reviews you read here!  Thanks Amazon!","I would recommend this mattress any day - efficient and quick delivery, came in good condition and above all - good quality mattress.  It came as rolled up mattress but on opening(exactly as per the instructions given), it became twice the size with no unpleasent smell. Though it is not used daily, it is comfortable to sleep on as stated by my son, who uses it when he comes home. Good value for money.","The mattress arrived very speedily at lunch time and was bought up to my first floor flat.It expanded immediately which was a relief as I have already had to send one back (from a different company!)that was obviously very tired and would not rise! The coolmax cover is high quality and it's easy to grab to move but you have to be careful to avoid the foam! The smell wasn't too bad and I spent the afternoon dragging it (carefully) to the bedroom and getting it set up but not putting the bedding on so as to air it. It was lovely to sink into and no springs! I have multiple back/hip/neck problems so I was keen to get away from the springs altogether. I have been using toppers, the lastest being 75kg/5cm but could still feel the springs through the topper (rented bed in rented flat). I have found sleeping on the nre mattress somewhat of the mixed bag, but cooler than the (naked foam) topper. My back is in a terrible state at the moment so I don't think I qualify as a healthy person's spine! I haven't been able to sleep on my right side for very long without pain and waking up to turn over for over five years it is much more comfortable now without the pressure of the springs pushing up into my bad hip.I bought this mattress because I wanted the coolmax cover and the ventilation as I find the topper very hot on most nights and as I am in the hot flushing stage of life extra heat is not wanted! I have found it a little soft for me though, so have put the topper on top on the mattress inside the cover (fits ok) and I think this will be firmer or no worse! Haven't slept on this combination yet.Time will tell. All in all this is a good product and reasonably priced but in hindsight I should have gone for a firmer one. If you like a hard bed this ain't for you!Read more ›",Great value - actually better than great value. Had a king-size beforehand for a couple of years. Great. As is the double size. Quick delivery. Fantastic quality. Would recommend in a heart-beat - memory foam and Snug's mattresses.,"The mattress was a great a buy for the money. Took a little bit of getting used to as our previous mattress was like a sponge but now, after a week of sleeping on it, it is very comfortable! Very good for the winter months as well as it absorbs body heat so a thinner tog mattress would be more suited during summer months. Great service and very helpful",Was slightly worried about ordering a mattress online that I had never seen but it is definitely the best mattress we have ever bought. Extremely comfortable best nights sleep and the only downside is how warm the bed actually gets but that was rectified when we switched to a 3-tog duvet. I would definitely purchase a mattress from this company again.,"Good price for a quality purchase. Item arrived very quickly. It was my experience that a Memory Foam Mattress takes about 14-days to get used to, it is slightly warmer to sleep on than a conventional sprung mattress, you dont have to move about as much to find a comfortable position as it cradles you in your chosen position, without feeling stiff. I suffer with back and shoulder pain which has been greatly helped by this mattress. I have read reviews that say that the smell of the mattress is a problem, it is just a slight smell that I associate with the foam which quickly goes away.",The materess heats up and isn't super cool!The problem is the mattress heats up alot i and is too firm and not comfortable even had rashes on my back. I stopped using it.I bought another memory foam mattress does not heat up as this one. Search more before you buy this mattress.However the mattress was advertised as medium but we considered it to be very firm. I number of mornings I woke up feeling very stiff and sore. Also it made my partner very hot during the night. After a month the mattress still stinks of chemicals.
B0050CCZME,"Genuine Piranha Tetra Computer Desk with Shelves, Cupboard & Drawers for a Home Office PC5b","Furniture,Home Office Furniture,Desks & Workstations,Computer Workstations",4.5,149.99,92.95,38,True,139,"I was very impressed with the quick turnround from ordering to delivery of this product which was received within 2 days of ordering. The product was very securely packed and all items individually listed and marked for ease of assembly. In addition all the screws and components required were placed and identified in seperate plastic bags so it was extremely easy to identify which part belonged where. There was even an extra bag included which had a variety of spare screws etc in the event any were missing from the main packs (incidentally there were none missing). It does take a fairly long time to assemble particularly if doing it alone, as I was, but the end result is a superb quality desk for the price. I was impressed to show my family and friends who are all highly complimentary about it and it does look impressive once assembled especially with it having a modern look to its finish and design. My only minor issue is with the size of the raised platform to the right hand side of the desk as it is very narrow. It is intended for a printer to sit on but as I have quite a large printer I opted not to attach the platform and rest my printer on the desk surface. However, the wooden platform has come in handy to sit on the floor under the desk and I have placed my router on it. Overall I am extremely pleased with my purchase and have subsequently purchased a matching chest of drawers from the same company which was equally quickly delivered having been ordered on Easter Monday and delivered by the following Wednesday. Excellent customer service from Piranha Trading.","I read the reviews for the other similar desks in this series (different wood finishes) and I'm pleased to report that this beech-finish one is no exception.  Well packaged and delivered promptly, it was (fairly) easy to put together, although it did take a bit longer than the hour or two some people managed!  All parts were clearly marked with the Part Number, as were the screws and bolts.  Why aren't all flat-packs sold this way? Very solid desk which looks really expensive when assembled.  Both sliding shelves work well, as do the drawer runners. Worth taking time to get everything lined up properly, as finished item will look so much better.  Highly recommended.","I placed the order for the desk late on Sunday evening and it arrived first thing on Tuesday morning. The assembly instructions are very clear and it took me about two and three quarter hours to put the desk together on my own, though some parts were a bit fiddly without someone to help (getting the top on is a challenge due to its size and having to line up six pins and holes at once). The result feels nice and robust - nothing wobbles or rattles - and there is plenty of space to keep computer equipment (I have a 27"" monitor with two small speakers on the main surface and have placed a secondary 20"" monitor on the raised area). As you can see from the photos the desk looks nice whilst remaining functional.Whilst the positive aspects (look, feel, storage space, speed of delivery and price) of this desk far outweigh the negative ones I do have a couple of minor quibbles. One is that the keyboard shelf is a bit on the narrow side, as I do prefer to keep the mouse and keyboard next to each other. I have however adapted to using the mouse on the top surface and the keyboard on its shelf. The space for the computer case is not really deep or well-ventilated enough either - once I had plugged in all the cables the computer sticks out quite far with its front feet in the air, and it does feel quite warm inside (not problematically so in my case, but it might be worth bearing in mind if your computer puts out a lot of heat already).Overall I am extremely happy with my purchase - it's much more comfortable than the small cramped desk it replaced, looks a lot nicer in the room and was amazingly good value. Thank you, Piranha!","Overall this desk is fantastic! The pieces are very sturdy and good quality.It is a great size...even with all of my mess on it!The only slight downside is (this could have been my workmanship!) some of the holes are a couple of mm wonky so some of the pieces are quite flush. I doubt anyone but me would notice it and I'm sure the integrity of the desk is still amazing but though I should mention it.Oh, and your printer would have to be teeny to fit on the little shelf...definitely not good for an all-in-one ;)I put it together gradually over a couple of days but with two people it can be done in a few hours. All the parts were labelled thoroughly and the instructions were really good, although I wasn't sure which holes to use on the drawer runners it's logical that you don't want them sticking out over the panel!Definitely a fantastic desk for the price :) Would highly recommend!","Excellent product, very quick delivery, well packed and very simple easy to understand instructions.I especially liked the fact that every single item came fully labelled making assembly very easy.Deal in total confidence with this supplier.Well done to all at PiranhaHappy buyer",,,
B00BS9RXXO,Harbour Housewares London Grey Shelf Brackets - Pack of 4 - 250 x 200 mm,"Hardware,Bathroom Hardware,Bathroom Shelves",4.5,13.99,3.99,71,True,14,"Perfect for putting shelves up and very sturdy if your put them up correctly.Delivered within 2 days,spot on for what I needed.",Excellent value. I needed these for my shed. The only negative is the soft metal quality of the screws. They are easily damaged when being screwed in. However I would certainly buy again.,Husband over the moon shed all shelved. Very pleased to got my cupboards back.,"Brilliant Could not be better ,delivery time also exceptional, Keep it up","Fairly lightweight construction, but still excellent value for money.","Good value, no nonsense, shelf brackets.",Good price and delivered promptly.,
B000H9HU1G,PT Hat Rack Saturnus with Coloured Assorted Balls,"Furniture,Hallway Furniture,Coat Racks",4.5,12.35,10.90,12,True,21,"I've been looking at getting this coat hook for sometime to try and bring together the mele of dressing up costumes my 5 year old daughter has accumulated.  You can go for the expensive original, but this cheaper version looks just as good and at a fraction of the price.  Looks exactly as in the seller's photo and with screws and rawplugs included it has gone up quickly and is making a big difference to 'tidy up time' at home!  Dispatched exceedingly quickly - very happy Mum!","Excellent value, and looks great.  Have previously bought this for my flat, and this time I bought it as a christmas present for my sister and hubbie for their new home. They love it and have bought another one!","A lovely coat hook, far better quality than I would expect at the price.  Can load on lots of school bags, dressing bags etc. Very happy with this.",Fantastic kids coat hook.  I installed it on the inside of the door to our coat cupboard.  My daughter hangs her coats and bags on it. It looks great.  Only  issue is that the screws that came with it are actually made of plastic - I know because the head of one of the screws came off when i installed it.,"I bought 2 of these. They were easy to fit, and we pile them with coats and bags and they sturdy enough to hold everything.Only thing is the coloured balls look slightly cheap, but you get what you pay for, and you don't see them once the rack is full of coats anyway","Looks good in my hallway and frees up wardrobe space. Although reasonable price holds a few coats and scarves etc. Only minus if you put holder in back of coat over ball on rack can be awkward to get off, Pleased with it overall though.","Needed some hooks for my daughter's growing collection of coats and bags and this rack has proved ideal. Robust and colourful, although now totally hidden, this is doing the intended job very well!","Cheap and cheerful, looks great on the wall of the spare room where my grandchildren sleep and is ideal for their dressing gowns, bags of toys etc. adequate quality, seems quite strong. I love it!"
B009AV9CVI,Genuine Piranha Elver Computer Desk with Cupboard & Retractable Keyboard Shelf PC1w,"Furniture,Home Office Furniture,Desks & Workstations,Computer Workstations",5,129.99,74.95,42,True,55,"Got delivered quickly. Very nice desk, nicely made, all parts are very high quality. Nice smooth corners, beautiful design, colour and really comfortable to use!","I recently built my own computer, therefore required a desk. Since I'd spend all my money on the computer, I then spent many hours search for a decent looking desk at an affordable price. It's not that easy. Eventually, I stumbled upon Piranha desks, which looked very nice, and then found this one that looked though it could accommodate my overly large tower at a very great price!It was delivered very fast (ordered Wednesday evening and has it built and in use by Friday evening). Although, it was delivered after 7pm. The only downsize is that the desk is rather complicated and fiddly to build, but the instructions were very informative. I was right, it easily accommodated my computer, studio speakers, and many books. Very happy indeed.","When assembling it you might wonder why you bought it in the first place, once it's assembled the reasons will be clear. The only reason it's not 5 stars it's because of their instructions and one of their screws didn't fit properly (which took me an extra 3 hours) so you had to have a bit of extra common sense in order to avoid sending it back if you're not used to dealing with things like this. The wood seems sturdy enough and I received very quickly so double points for that. Too soon to tell on how long it'll last, although it doesn't seem like it's going to start falling apart unless you want it to.","The level of customer service and quality of desk was exceptional.Packaging was excellent, but what impressed me the most was that I have never had a flat pack so clearly labelled before. Every packet and panel had a clear label, and better still, all the dowels and cam screws were pre-fitted. Best value for money purchase I have made in a long time.We actually took delivery of the next desk up in the range, owing to an issue with the courier, but I have no reason to suspect this is any less well built.Highly recommended.",No chips/scratches. Owned for over a year now and it's not had any issue's. The cupboard for your Tower can also be turned in to shelves if you haven't got a tower.Cupboard is brilliant at silencing any noise from your PC if it's loud.,"A good sturdy desk.  the top was damaged very slightly in transit, so slight I was loathe to report it but on balance decided i couldn't live with the minute scratch on the top as it drew my eye.  Immediately the company agreed without question or comment to either give me a new top or a discount.  i felt a bit mean asking for a new top but they were very nice and the new top came the next day.  Top product and top service.",Great value for money at half original price. Easy to assemble with clear instructions and numbered pieces. Would recommend to others .,"After much thought, I decided on this desk because it fit in the space required and the other reviews.The desk itself looks good and seems a decent quality for the very good price paid. It did take a while for me and my gf to make but we did go wrong with some of the fixings (She was in charge of that).The only downsides are that the sliding section doesnt seem to come out all the way, but maybe that is our fault. I will have to take it apart. The other being a couple of small dents or marks. Whether this was in transit or shipped out I cannot say. Either way I don't feel these poiints detract from the desk itself!Overall a great product for the price, highly recommend over an 'Argos' desk at similar price for example."
B00X0LKXF8,"KES Bathroom Single Towel Bar Wall Mount 18-Inch SUS304 Stainless Steel, Brushed Finish, A2100S18-2","Hardware,Bathroom Hardware,Towel Rails",4,45.00,17.99,60,False,14,"Very good service, good quality and a nice price. Thankyou",Excellent product and very good service.,"Fantastic looking towel rail, just what I was looking forward. Well made, sturdy with a brushed stainless steel finish.","Seems to be sturdy and nicely finished. Stainless steel was a requirement since a previous towel rail from a well known DIY chain started to rust after a year. Have not mounted on the wall yet as I'm still refurbishing the room, but foresee no problems. Delivery was reasonably quick and arrived undamaged.","A solid, well-finished and attractive towel rail.","Good quality, easy to fit and looks super!",towel rail great BUT  the wife did not check depth/offstand we required 3cm offstand from unit to door opening.had to send back  still looking for one,
B00DEGB1Z0,Budget Butterfly Dining Table With 4 Chairs - Delivery To UK Mainland and Ireland.,"Furniture,Dining Room Furniture,Dining Room Sets",4,259.99,119.50,54,False,5,Excellent value for money. Compact & versatile piece - just what our son needed to enhance his luxurious Uni pad!,Takes two to put together. Looks great and does what it says on the tin. We'd been looking for suitable table for a while & this fits the bill.,It is a bit bigger than I thought it would be so we only tend to have one side open as takes over the kitchen.  But it is nice and can wipe all kid stuff off without a worry which I wanted it for (felt tips etc),"Ideal as the extra table for when all the family are here. Looks good, sits snugly against the wall so does not take up much space.",It is ok but would have been better if one of the chairs did not break within the first few days of purchase,,,
B002GYDWN0,Trueshopping Children's Garden / Patio / Kitchen / Play Room Vintage 'Little Bowland' Adirondack Rocking Rocker Chair In Natural Wood 595mm x 785mm x 650mm,"Furniture,Children's Furniture,Chairs,Rocking Chairs",4.5,69.99,59.99,14,True,5,easy to put together.  It is soft wood so I will be painting in with an outdoor furniture wood stain ( I already have the adult chair which has faded and split slightly in the weather. Very good and my nearly one year old likes it too!,I adore this chair and just know that it is going to be in my family for some time. Loks great in the garden next to the kids playhouse.,fantastic chair granduater thrilled to bits with it would recomend this chillds rocker to any one it is realey great,Excellent chair only one small problem the instructions for assembly were not very clear for someone with little diy no how,really good quality chair,,,
B00E0HL9RM,Ultra Slim 3D LCD TV Monitor Wall Mount Bracket Flat Panel 10-37 inch LED LCD TV Load Capacity 30 KG Fits Sony Samsung Panasonic Philips LG,"Accessories,Monitor Accessories,Monitor Arms & Stands",4,24.77,6.79,73,True,53,"Personally, I just wanted the cheapest vesa bracket to hold a touch screen monitor, and this fit the bill perfectly.  You can't go wrong really, a 2-part bracket, all the screws necessary and it just does the job","very neat product have not fixed on wall waiting for snap toggle anchors to fit in to my funny wall, although it did come with screws ive ordered special fixings for my walls,small and compact bracket will be ideal for samsung telly very pleased with purchase.sweep.","Delivered on time, item all as described, well packaged, at more than a reasonable price. Unfortunately [my mistake] in going for bracket that did quite a range of TV';s thinking in terms of moving up to a larger TV in future, the fixing was too big for my current 23"" Samsung - this particular TV has its fixing point right at the top + this bracket to accommodate larger TV's [up to 37""] would have shown over the top. In the end have kept as is so reasonable might as well keep for a future occasion or give to someone who can use.",cheap but does job just as well as more expensive ones. Good instructions ( in English would you believe ? )excellent value .,"Cheap, cheerful, easy to fit.  My monitor is neatly on the wall and I have 3 inches more desk space (important in the context).","Worst thing I have ever bought from Amazon. Bought for 32"" fairly lightweight monitor. Too snug to wall to get any decent leverage on turn screw which tightens bracket at the desired angle. Had I not spent so long fixing in the correct position, I would have removed & returned. Monitor sits at a slight angle & cannot be tightened. I have wedged a plastic tie wrap into the fitting to keep it in position. It is the tilt mechanism that is at fault, very loose!","Wall mount arrived with a range of screws, none of which fitted my standard Samsung 32"" TV. Fortunately I could adapt screws I had in my garage to suit, even then I needed to make spacers to prevent the screen sitting of plumb.  Once I made adaptations bracket was good but not suitable for everyone. Comes with M2, M4 & M6 screws so check your TV first, mine needed M8's, holes all matched fine.","I bought this for an arcade machine project so I was building it on a budget. And needed something to mount the monitor. This required a lot of hammering, pliers and jiggery to actually get it to fit snug. I almost threw it away. It only gets 2 stars because it isn't completely useless but I would spend extra money on something of better quality especially if you are fitting a TV."
B0039O9UBE,"Genuine Piranha Tetra Computer Desk with Shelves, Cupboard & Drawers for a Home Office PC5w","Furniture,Home Office Furniture,Desks & Workstations,Computer Workstations",4.5,149.99,92.95,38,True,132,"Nice looking computer desk that doesn't stand out, unlike my last computer cupboard. I wasn't sure about the walnut as i first wanted this computer desk in black but I am happy i chose this one as it suits the room quite well. Lots of space on the top and 2 cupboards, so plenty of space to put peripherals and other junk.Only downside is that the width of the keyboard bit is a tad small, so my keyboard and mouse both don't fit on. But this doesn't really bother me as there is plenty of space for the keyboard and mouse to sit on the top, so i still gave it a five.","I'm not a DIY person - so this took me 5 hours to set up - however it was easy to do by following the instructions - 29 pieces and 26 steps. It arrived very quickly too - great service, great product.","The wife and myself moved house last week, and as such decided to treat ourselves with a brand new desk. After a bit of deliberation, we ordered this one - and have not one single regret. Other colours in this range at the time were estimated at 9-10 days estimated delivery time, and I assumed it would be the same for this one, which didn't worry me when I ordered it on Tuesday 5th April - and I was amazed when it turned up this afternoon!The instructions are among the easiest I've come across and all parts are clearly labelled. This took me 2-3 hours to put together myself, and the desk is now sitting in the office fitting perfectly against the wall.One tip I would advise is to use your own screwdriver, as at first I used the one provided and found it uncomfortable, and have a small blister from it. There are a few steps where the smaller screwdriver is needed, but if you have a bigger one with a softer grip I'd recommend you use that where you can. But that said, that is literally my only gripe - and that was only due to my own laziness in not going and getting my own screwdriver earlier!I haven't set up the PC on it yet but all going well that should be done as soon as I'm finished writing this.All in all, fantastic price, fantastic delivery time, fantastic instructions and a fantastic desk - if this is within your budget, I'd definitely recommend this one.","This desk looks very good in any room, even in office. I have Laptop + second big screen (24"") but still have enough place on the top of the desk. I`m very pleased with this purchase. 5* from me.","Very happy with this desk. Fast delivery, good value for money and most importantly very straightforward instructions to put together (from someone who does not like DIY). Highly recommend this.","I've just finished putting this desk together and set up my new computer on/in it. Its a very srtong, sturdy desk which is holding the weight of my 32"" tv (will have other things on it soon too).I would deffo reccommend this to other people.","Solid table, plenty of storage space.If you have a tower PC with a large ATX style case, you may have trouble fitting it into the compartment.Desk space is decent, becomes cramped with 2 monitors - 2 widescreen monitors would not fit very well.Overall, good for the money but if you need a lot of deskspace, go for something else.","Very pleased with the desk. It looks expensive, is well made and represents good value for money."
B00BS9RYDS,Harbour Housewares London Grey Shelf Brackets - Pack of 4 - 300 x 250 mm,"Hardware,Bathroom Hardware,Bathroom Shelves",4.5,14.99,4.19,72,True,41,The brackets were a good buy and the 4 support a 1.5m shelf.  The shelf is reasonably deep (35cm) and has a significant load.  I would buy some again if the need arose.,"Because I live in a rather exposed location, I needed something to help secure water collecting barrels on a couple of garden buildings. Although these are intended for indoor use, I was pleasantly surprised by the quality of their coating. Despite that I added a coat of Hammerite paint to ensure its durability. Although not what they are designed for, they continue to securely hold the barrels in position despite having to endure some really severe winds and look as good as they did when I installed them.",These brackets are very good for the price. I found them good and sturdy and would be able to support a reasonable load. Good value for money.,"Utilitarian these are, but fancy brackets  cost a lot. They are plenty strong enough for hifi equipment etc. I spray mine up with a primer and copper paint. Looks pretty good.",Well worth the money and does the job required just as well as more expensive ones. Highly recommended and will buy more as and when required.,A perfect set of brackets for making a shelf where diagonal cross bars would interfere.,the harbour grey shelf brackets were returned owing to me ordering the wrong size,"3 stars for sturdy quality. I expected this simply you get  what u paid for. However I only used 3 brackets for a 5 ft scalfoding broad.. I do not or will use it to put heavy weight unless using all 4 brackets Nevertheless good buy for what I intended for light to medium support. 4 stars for price, speedy delivery."
B00QQ8FNJI,BTM Office Swivel Desk Chair Executive High Back Pc Computer Office Chairs Black Padded PU Leather Tilt Function Ergonomic Armchair Racing Chairs With Net Cover,"Furniture,Home Office Furniture,Chairs & Sofas,Desk Chairs",4.5,49.99,27.99,44,False,26,"No complaints at all. It's a nice design, very easy to assemble (comes with instructions and screws), removable arms, good height, good maneuverability. Everything I wanted in a chair.","I wasn't sure when I bought it, but I had a very nice surprise when it turned up. It was very easy to assemble, took me about 5-10 minutes. It is incredible comfortable and gives good back, neck support. I would highly recommend it for comfort, look and practicality and great value.","Great chair, easy to assemble and looks great in Orange. Would buy again.","Easy to assemble, it's a solid chair and feels comfortable.","Good for the money comfortable for a shot time, nothing a pillow cant fix,the tilt is very nice tho.","Lovely, comfortable, and fit for purpose, what more do you want, great  Susan","For the price (aside from the shipping fee) it is worth it. It's comfortable, and it was easy to assemble.","the perfect chair for what i wanted, looks so nice, incredibly easy to build, incredible price!"
B004KYOGDO,Genuine Piranha Computer Desk with Filing Drawer and Cupboard Home Office PC2w,"Furniture,Home Office Furniture,Desks & Workstations,Computer Workstations",4.5,169.99,114.95,32,True,63,"This is a great value piece.  Yes ok, its not real wood but all pieces are well made considering the price point.Robustness - This is sturdy providing your not moving it around to much.  The back panel that joins the left and right upright sections is very small and only held in place by 4 'small' metal cam dowels.  The desk surface is also connected at the back by 4 metal cam dowels, and 3 lots of 4 'short' screws at each of the front metal pillars.  These are sufficient to hold the desktop in place but I wouldn't want to try and lift the whole desk by its top!  I wouldn't want to have to carry it far or put it under any unusual lateral stresses that a desk isn't normally designed to take.Colour - Though this is Walnut - it's different from Walnut varnish sold by Homebase and the Walnut furniture sold by B&Q.  My daughter now has 3 shades of walnut in her room!Computer Enclosure - The enclosure is quite tall but not very deep and even though there are large access holes in both of the left and right cupboard sections (with nicely moulded edges), my daughters PC did not go back far enough to allow the door to be fitted.  This isn't a major problem as the piece still looks cool without it.Instructions - Instructions are clear and easy to understand.  It took me about 2 and a half hours to build, mostly on my own. Having a 2nd person available would make some parts easier.Packaging - The desk comes in 2 boxes both of which are well lined with polystyrene - The packaging is some of the best I have seen .... BUT, despite this the back right hand corner of the desktop was slightly damaged.  I couldn't be bothered to take this any further as the affected area is out of sight.Read more ›","Ordered on Wednesday Midday and delivered early Friday AM so no problems with the order turnaround.  In Fact it was a lot quicker than expected.The Desk took just over 3 hours to assemble and seems very stable and solid once done.  All parts are clearly labelled making assembly that bit easier.It appears that the wood effect cover has been placed onto the parts after the needed holes etc. have been drilled, meaning things aren't clear on some parts as to where the screws should go at first.Although very well packaged there were a few scratches on some of the panels that are in mainly unseen places once built.  Because of where they are it's not worth the hassle making a complaint.  Another review highlighted this same issue so it looks like a common issue.The supplied screwdriver is not worth considering using.  It's too small to be effective.  Ensure you have a selection of Phillips screwdrivers.  I used a Torque screwdriver with different heads and used about 3 in total.For the Money this seems to be a very good desk, let down slightly with some niggle's on assembly, but once built you will likely be happy with the finished item.Although I assembled this myself it would have been helpful to have someone else to hand to assist at times, It may have helped reduce total build time.","This is the second desk I've had from this company the first being a computer desk which I was very impressed with. Unfortunately this one although being of good quality I had several pieces where the veneer was peeling off luckily it was on the back of the desk, but obviously I was a bit cheesed off with it, it is too big an item to send back for replacement so I have had to put up with it. Obviously these things happen I can only assume that they haven't got a very good quality control set up if any, so I won't be using them again hence the 3 stars.","Took me 3 hours to put this thing together on my own, but instructions are clear and all the bits are rugged - this won't start to wobble. Everything is solid and drawers slide smoothly.  What the picture doesn't show is that there are large holes in the back of both side units (for PC cooling / cables presumably) but the back is finished exactly the same as everywhere else so it still looks good even if you don't have it against a wall.","The desk took quite a while to build (2 of us working for over 4 hours), and there was quite bit of head-scratching at times, but the end result was a great-looking sturdy desk.","The Desk arrived intact, not difficult to put together. easy instructions, sturdy and hard wearing, just what I wanted. Good quality.","Not sure why but it's actually taken me nearly a year to buy my office desk due to working away from home and size issues. This is probably my best purchase of the year, more than pleased with this.  The product arrived within 3 days, being the novice I am with DIY I was quite impressed with all the parts being numbered however it took me about nearly 6 hours to put together but he end result is 'Superb'.  It looks 'Great'and the rounded edges helps if you have small children etc. All in all very happy customer and would recommend this item, absolute bargain at £98.95.","Great product and quite sturdy but be prepared to spend 5-6 hrs assembling this desk. I've assembled so many big and small IKEA products in the past but assembling this desk was no less than a nightmare. Reminds me of a quote by Einstein ""Any intelligent fool can make things bigger and more complex... It takes a touch of genius - and a lot of courage to move in the opposite direction""  Piranha needs some geniuses!! Nonetheless, awesome product once you are done putting it together."
